header,section,header_id,section_id,content,section_es,content_es,src_url,kb_url,kb_url_es,header_es
Goal Met Yes/No,Section E: Annual Goals and Objectives,goal_met_yes_no,E,"The question is asking if the goal was met. You can answer with either ""Yes"" or ""No,"" depending on whether the student achieved the goal. If the student met the goal, you would select ""Yes,"" and if they did not meet the goal, you would choose ""No."" Remember, it's important to track and review the student's progress to see if they are reaching their goals.",Sección E: Metas y objetivos anuales,"La pregunta es si se cumplió la meta. Puede responder con «Sí» o «No», dependiendo de si el estudiante logró la meta. Si el estudiante alcanzó la meta, usted seleccionaría «Sí» y si no la alcanzó, usted seleccionaría «No». Recuerde que es importante hacer un seguimiento y revisar el progreso del estudiante para ver si está alcanzando sus metas.",https://drive.google.com/file/d/1au51uKAY-6t1Sabx47W3eCJkBBDn10ns/view#page=11,https://iep-kb-24839890c1f5.herokuapp.com/kb/E/goal_met_yes/no,https://iep-kb-24839890c1f5.herokuapp.com/es/kb/E/goal_met_yes/no,Meta cumplida Sí/No
English Language Development (Note for English Learners),Section E: Annual Goals and Objectives,english_language_development_,E,"English Language Development (ELD) notes are for students who are learning English. They might need extra help in their main classes to understand the lessons. This support could include help in their primary language or a special English class.

If a student is an English Learner, their Individualized Education Plan (IEP) team will decide if they need extra help in English. This could be in their regular classes or in a special education class. Usually, it's best for them to get this help in a regular class.

For students who are still learning English (English Learners), one of the goals in their IEP should focus on improving their English skills. This helps them keep up with their classmates and succeed in school.

It's important for the IEP team to meet every year to review the student's progress and make sure the goals are being met. They need to consider the student's needs and how to support their learning and development, especially if they are still learning English.",Sección E: Metas y objetivos anuales,"Las notas sobre el desarrollo del idioma inglés (ELD) son para estudiantes que están aprendiendo inglés. Es posible que necesiten ayuda adicional en sus clases principales para entender las lecciones. Este apoyo podría incluir ayuda en su idioma principal o una clase especial de inglés.

Si un estudiante está aprendiendo inglés, su equipo del Plan Educativo Individualizado (IEP) decidirá si necesita ayuda adicional en inglés. Esto podría ser en sus clases regulares o en una clase de educación especial. Por lo general, es mejor que reciban esta ayuda en una clase regular.

Para los estudiantes que todavía están aprendiendo inglés (estudiantes de inglés), una de las metas de su IEP debe centrarse en mejorar sus habilidades en inglés. Esto les ayuda a mantenerse al día con sus compañeros de clase y a tener éxito en la escuela.

Es importante que el equipo del IEP se reúna todos los años para revisar el progreso del estudiante y asegurarse de que se cumplan las metas. Deben tener en cuenta las necesidades de los estudiantes y cómo apoyar su aprendizaje y desarrollo, especialmente si todavía están aprendiendo inglés.",https://rcselpa.org/uploads/files/files/IEP%20Manual%2007-22.pdf#page=31,https://iep-kb-24839890c1f5.herokuapp.com/kb/E/english_language_development,https://iep-kb-24839890c1f5.herokuapp.com/es/kb/E/english_language_development,Desarrollo del idioma inglés (nota para estudiantes de inglés)
Offer of FAPE - Service,Section F: Offer of FAPE - Service,offer_of_fape_-_service,F,"The term ""Offer of FAPE - Service"" means the educational services that are being offered to a child with a disability as part of their Individualized Education Plan (IEP). These services are provided to help the child access the general curriculum and meet educational standards. It's important for these services to be tailored to the child's specific needs and goals as outlined in their IEP. The goal is to ensure that the child receives an appropriate education that meets their individual needs and helps them succeed in school.",Sección F: Oferta de FAPE - Servicio,"El término «Oferta de servicio de la FAPE» se refiere a los servicios educativos que se ofrecen a un niño con una discapacidad como parte de su Plan de Educación Individualizado (IEP). Estos servicios se brindan para ayudar al niño a acceder al plan de estudios general y cumplir con los estándares educativos. Es importante que estos servicios se adapten a las necesidades y objetivos específicos del niño, tal como se describe en su IEP. El objetivo es garantizar que el niño reciba una educación adecuada que satisfaga sus necesidades individuales y lo ayude a tener éxito en la escuela.",https://rcselpa.org/uploads/files/files/IEP%20Manual%2007-22.pdf#page=147,https://iep-kb-24839890c1f5.herokuapp.com/kb/F/offer_of_fape_-_service,https://iep-kb-24839890c1f5.herokuapp.com/es/kb/F/offer_of_fape_-_service,Oferta de la FAPE - Servicio
Service Options Considered by the IEP Team,Section F: Offer of FAPE - Service,service_options_considered_by_the_iep_team,F,"The IEP team will consider different services to help your child. These services could include things like extra help in school, support for transitioning to adult life, or extended school year services. The team will discuss what services are needed and how often they will be provided. They will also decide if the services should be given individually or in a group. In the end, they will choose the best plan for your child's education.",Sección F: Oferta de FAPE - Servicio,"El equipo del IEP considerará diferentes servicios para ayudar a su hijo. Estos servicios pueden incluir cosas como ayuda adicional en la escuela, apoyo para la transición a la vida adulta o servicios para extender el año escolar. El equipo analizará qué servicios se necesitan y con qué frecuencia se prestarán. También decidirán si los servicios deben prestarse de forma individual o en grupo. Al final, elegirán el mejor plan para la educación de su hijo.",https://rcselpa.org/uploads/files/files/IEP%20Manual%2007-22.pdf#page=53,https://iep-kb-24839890c1f5.herokuapp.com/kb/F/service_options_considered_by_the_iep_team,https://iep-kb-24839890c1f5.herokuapp.com/es/kb/F/service_options_considered_by_the_iep_team,Opciones de servicio consideradas por el equipo del IEP
Least Restrictive Environment (LRE),Section F: Offer of FAPE - Service,least_restrictive_environment_,F,Least Restrictive Environment (LRE) means that kids with disabilities should learn with children who don't have disabilities as much as possible. This means they should be in regular classes with extra help if needed. The school has to make sure the student can learn well in this setting before considering separate classes. The goal is to help the student be independent and have access to other kids in school while getting the support they need.,Sección F: Oferta de FAPE - Servicio,"El entorno menos restrictivo (LRE, por sus siglas en inglés) significa que los niños con discapacidades deben aprender con niños que no tienen discapacidades tanto como sea posible. Esto significa que deben asistir a clases regulares con ayuda adicional si la necesitan. La escuela tiene que asegurarse de que el estudiante pueda aprender bien en este entorno antes de considerar clases separadas. El objetivo es ayudar al estudiante a ser independiente y a tener acceso a otros niños de la escuela y, al mismo tiempo, recibir el apoyo que necesita.",https://rcselpa.org/uploads/files/files/IEP%20Manual%2007-22.pdf#page=68,https://iep-kb-24839890c1f5.herokuapp.com/kb/F/least_restrictive_environment,https://iep-kb-24839890c1f5.herokuapp.com/es/kb/F/least_restrictive_environment,Entorno menos restrictivo (LRE)
Supplementary Aids & Services,Section F: Offer of FAPE - Service,supplementary_aids_&_services,F,"Supplementary Aids & Services are extra things that can help your child in school. These can be changes to how they learn, extra help, or tools they can use. It's like giving them a boost to do better in their classes.",Sección F: Oferta de FAPE - Servicio,"Las ayudas y servicios complementarios son cosas adicionales que pueden ayudar a su hijo en la escuela. Pueden consistir en cambios en la forma en que aprenden, en ayuda adicional o en herramientas que pueden utilizar. Es como darles un impulso para que les vaya mejor en sus clases.",https://rcselpa.org/uploads/files/files/IEP%20Manual%2007-22.pdf#page=55,https://iep-kb-24839890c1f5.herokuapp.com/kb/F/supplementary_aids_&_services,https://iep-kb-24839890c1f5.herokuapp.com/es/kb/F/supplementary_aids_&_services,Ayudas y servicios complementarios
"Other Supports for School Personnel, or for Student, or on Behalf of the Student",Section F: Offer of FAPE - Service,"other_supports_for_school_personnel,_or_for_student,_or_on_behalf_of_the_student",F,"Other Supports for School Personnel, or for Student, or on Behalf of the Student are extra tools or help given to teachers or students to make learning easier. These supports can include adjustments to how lessons are taught, extra materials for students, or training for teachers on how to best help their students. These supports are meant to help students succeed in school and prepare for life after graduation.",Sección F: Oferta de FAPE - Servicio,"Otros apoyos para el personal escolar, para el estudiante o en nombre del estudiante son herramientas o ayuda adicionales que se brindan a los maestros o estudiantes para facilitar el aprendizaje. Estos apoyos pueden incluir ajustes en la forma en que se imparten las lecciones, materiales adicionales para los estudiantes o formación para que los profesores sepan cómo ayudar mejor a sus alumnos. Estos apoyos están destinados a ayudar a los estudiantes a tener éxito en la escuela y a prepararse para la vida después de la graduación.",https://rcselpa.org/uploads/files/files/IEP%20Manual%2007-22.pdf#page=71,"https://iep-kb-24839890c1f5.herokuapp.com/kb/F/other_supports_for_school_personnel,_or_for_student,_or_on_behalf_of_the_student","https://iep-kb-24839890c1f5.herokuapp.com/es/kb/F/other_supports_for_school_personnel,_or_for_student,_or_on_behalf_of_the_student","Otros apoyos para el personal escolar, o para el estudiante, o en nombre del estudiante"
Program Accommodations,Section F: Offer of FAPE - Service,program_accommodations,F,"Program accommodations are changes or help that the school gives a student to make it easier for them to learn. These changes can be things like giving extra time for tests, having special tools to help with writing, or using different ways to communicate. The school will decide what kind of help the student needs based on their individual needs, and it will be written in the student's Individualized Education Plan (IEP).",Sección F: Oferta de FAPE - Servicio,"Las adaptaciones del programa son cambios o ayuda que la escuela brinda a un estudiante para facilitarle el aprendizaje. Estos cambios pueden consistir en dedicar más tiempo a los exámenes, disponer de herramientas especiales que les ayuden a escribir o utilizar diferentes formas de comunicación. La escuela decidirá qué tipo de ayuda necesita el estudiante en función de sus necesidades individuales, y esto se incluirá en el Plan Educativo Individualizado (IEP) del estudiante.",https://rcselpa.org/uploads/files/files/IEP%20Manual%2007-22.pdf#page=94,https://iep-kb-24839890c1f5.herokuapp.com/kb/F/program_accommodations,https://iep-kb-24839890c1f5.herokuapp.com/es/kb/F/program_accommodations,Adaptaciones del programa
Program Modifications,Section F: Offer of FAPE - Service,program_modifications,F,"Program modifications are changes made to what your child is expected to learn or know in school. These changes can include things like having extra time for tests, taking breaks, special seating, or having the teacher check in more often to make sure your child understands the lessons. Program modifications are put in place to help your child succeed in school by adjusting how they learn based on their individual needs.",Sección F: Oferta de FAPE - Servicio,"Las modificaciones del programa son cambios realizados en lo que se espera que su hijo aprenda o sepa en la escuela. Estos cambios pueden incluir cosas como dedicar más tiempo a los exámenes, tomarse descansos, sentarse en asientos especiales o hacer que el maestro venga con más frecuencia para asegurarse de que su hijo entiende las lecciones. Las modificaciones del programa se implementan para ayudar a su hijo a tener éxito en la escuela, ajustando la forma en que aprende en función de sus necesidades individuales.",https://rcselpa.org/uploads/files/files/IEP%20Manual%2007-22.pdf#page=53,https://iep-kb-24839890c1f5.herokuapp.com/kb/F/program_modifications,https://iep-kb-24839890c1f5.herokuapp.com/es/kb/F/program_modifications,Modificaciones del programa
Special Education and Related Services,Section F: Offer of FAPE - Service,special_education_and_related_services,F,"Special Education and Related Services are extra help and support that a child with a disability gets at school to help them learn better. These services can include things like social work services, psychological services, behavior intervention services, day treatment services, and residential treatment services.

Social work services are provided by qualified individuals to help children and families with problems in the child's living situation that affect how they do in school.

Psychological services are provided by psychologists to help the child and their family with understanding and improving the child's behavior and learning.

Behavior Intervention Services are procedures put in place to help the child behave better and have more opportunities to participate in different activities.

Day Treatment Services are structured programs to support a student's mental health needs.

Residential Treatment Services offer intensive therapeutic services for students in a 24-hour out-of-home placement.

Low Incidence Services are specialized services for students with low incidence disabilities like orthopedic impairment, visual impairment, hearing impairment, or deaf-blindness. These services are clearly outlined in the child's Individualized Education Program (IEP).

Specialized Deaf and Hard of Hearing/Hearing Impairment Services include speech therapy, auditory training, and adapting the learning environment to help these students communicate and learn better.",Sección F: Oferta de FAPE - Servicio,"La educación especial y los servicios relacionados son la ayuda y el apoyo adicionales que un niño con una discapacidad recibe en la escuela para ayudarlo a aprender mejor. Estos servicios pueden incluir servicios de asistencia social, servicios psicológicos, servicios de intervención conductual, servicios de tratamiento diurno y servicios de tratamiento residencial.

Los servicios de trabajo social los brindan personas calificadas para ayudar a los niños y las familias que tienen problemas en la situación de vida del niño que afectan su desempeño en la escuela.

Los psicólogos brindan servicios psicológicos para ayudar al niño y a su familia a comprender y mejorar el comportamiento y el aprendizaje del niño.

Los servicios de intervención conductual son procedimientos establecidos para ayudar al niño a comportarse mejor y a tener más oportunidades de participar en diferentes actividades.

Los servicios de tratamiento diurno son programas estructurados para apoyar las necesidades de salud mental del estudiante.

Los servicios de tratamiento residencial ofrecen servicios terapéuticos intensivos para los estudiantes que permanecen fuera del hogar las 24 horas del día.

Los servicios de baja incidencia son servicios especializados para estudiantes con discapacidades de baja incidencia, como discapacidades ortopédicas, visuales, auditivas o sordociegas. Estos servicios se describen claramente en el Programa de educación individualizada (IEP) del niño.

Los servicios especializados para personas sordas y con problemas de audición incluyen la terapia del habla, el entrenamiento auditivo y la adaptación del entorno de aprendizaje para ayudar a estos estudiantes a comunicarse y aprender mejor.",https://rcselpa.org/uploads/files/files/IEP%20Manual%2007-22.pdf#page=58,https://iep-kb-24839890c1f5.herokuapp.com/kb/F/special_education_and_related_services,https://iep-kb-24839890c1f5.herokuapp.com/es/kb/F/special_education_and_related_services,Educación especial y servicios relacionados
Specialized Academic Instruction,Section F: Offer of FAPE - Service,specialized_academic_instruction,F,"Specialized Academic Instruction means changing how a student is taught to help them learn better. It could involve using different ways to teach, like using easier language or more visuals. The goal is to make sure the student can understand what they need to learn and meet the same standards as other kids in school.",Sección F: Oferta de FAPE - Servicio,"La instrucción académica especializada significa cambiar la forma en que se enseña a un estudiante para ayudarlo a aprender mejor. Podría implicar el uso de diferentes formas de enseñar, como usar un lenguaje más sencillo o más visuales. El objetivo es asegurarse de que el estudiante pueda entender lo que necesita aprender y cumplir con los mismos estándares que los demás niños de la escuela.",https://rcselpa.org/uploads/files/files/IEP%20Manual%2007-22.pdf#page=150,https://iep-kb-24839890c1f5.herokuapp.com/kb/F/specialized_academic_instruction,https://iep-kb-24839890c1f5.herokuapp.com/es/kb/F/specialized_academic_instruction,Instrucción académica especializada
Language and Speech,Section F: Offer of FAPE - Service,language_and_speech,F,"In an Individualized Education Plan (IEP), goals and objectives are like targets and steps to help a student progress in their learning. Each goal should have at least two objectives. For students learning English, one of the goals needs to focus on English language development. For students aged 16 or older, at least one goal should be about planning for their future after school.

The IEP team identifies areas where a student needs help, like in reading, math, or behavior, and sets goals based on those needs. They start by figuring out where the student is at currently, called the baseline. Goals are specific things the student is expected to achieve, like reading or writing tasks, with clear ways to measure progress, such as accuracy or frequency. Objectives are smaller steps that lead to reaching the main goal.

The goals should help the student learn things that are part of the general curriculum or standards for their grade. They should also address any other educational needs, like behavior or social skills. If the student is an English learner, goals should support their English language development. Transition goals help students plan for life after high school, focusing on areas like education, training, employment, or independent living.

It's important for the IEP team to meet annually to make sure the student is making progress and to review and adjust the goals as needed. The main goal is to ensure that the student is getting the support they need to succeed in school and beyond.",Sección F: Oferta de FAPE - Servicio,"En un plan educativo individualizado (IEP), las metas y los objetivos son como metas y pasos para ayudar al estudiante a progresar en su aprendizaje. Cada meta debe tener al menos dos objetivos. Para los estudiantes que aprenden inglés, una de las metas debe centrarse en el desarrollo del idioma inglés. Para los estudiantes de 16 años o más, al menos una meta debe consistir en planificar su futuro después de la escuela.

El equipo del IEP identifica las áreas en las que un estudiante necesita ayuda, como la lectura, las matemáticas o el comportamiento, y establece metas en función de esas necesidades. Empiezan por determinar en qué punto se encuentra el estudiante actualmente, lo que se conoce como punto de referencia. Las metas son cosas específicas que se espera que el estudiante logre, como las tareas de lectura o escritura, con formas claras de medir el progreso, como la precisión o la frecuencia. Los objetivos son pasos más pequeños que conducen a alcanzar la meta principal.

Las metas deben ayudar al estudiante a aprender cosas que forman parte del plan de estudios general o de los estándares de su grado. También deben abordar cualquier otra necesidad educativa, como el comportamiento o las habilidades sociales. Si el estudiante está aprendiendo inglés, las metas deben apoyar su desarrollo del idioma inglés. Las metas de transición ayudan a los estudiantes a planificar su vida después de la escuela secundaria, centrándose en áreas como la educación, la capacitación, el empleo o la vida independiente.

Es importante que el equipo del IEP se reúna anualmente para asegurarse de que el estudiante esté progresando y para revisar y ajustar las metas según sea necesario. El objetivo principal es garantizar que el estudiante reciba el apoyo que necesita para tener éxito en la escuela y más allá.",https://rcselpa.org/uploads/files/files/IEP%20Manual%2007-22.pdf#page=26,https://iep-kb-24839890c1f5.herokuapp.com/kb/F/language_and_speech,https://iep-kb-24839890c1f5.herokuapp.com/es/kb/F/language_and_speech,Lenguaje y discurso
Start Date,Section F: Offer of FAPE - Service,start_date,F,"The Start Date on an Individualized Education Plan (IEP) is the day when special education services begin for your child. This is the date agreed upon by the IEP team and education rights holder, typically the date when you, as a parent, sign your consent to the IEP. This date is fixed and won't change, even if your child exits and re-enters special education later on.

The Start Date marks the beginning of the services outlined in the IEP, such as academic instruction or therapy, and is crucial for ensuring your child receives the support they need to succeed in school.",Sección F: Oferta de FAPE - Servicio,"La fecha de inicio de un plan educativo individualizado (IEP) es el día en que comienzan los servicios de educación especial para su hijo. Esta es la fecha acordada entre el equipo del IEP y el titular de los derechos educativos; por lo general, la fecha en que usted, como padre, firma su consentimiento para el IEP. Esta fecha es fija y no cambiará, incluso si su hijo abandona la educación especial y vuelve a ingresar más adelante.

La fecha de inicio marca el inicio de los servicios descritos en el IEP, como la instrucción académica o la terapia, y es crucial para garantizar que su hijo reciba el apoyo que necesita para tener éxito en la escuela.",https://rcselpa.org/uploads/files/files/IEP%20Manual%2007-22.pdf#page=65,https://iep-kb-24839890c1f5.herokuapp.com/kb/F/start_date,https://iep-kb-24839890c1f5.herokuapp.com/es/kb/F/start_date,Fecha de inicio
End Date,Section F: Offer of FAPE - Service,end_date,F,"The ""End Date"" is the date when the special education services for your child will finish. It's important for the IEP team and the education rights holder to agree on this date. This date will never change even if your child leaves and later comes back with a new IEP. The End Date must be accurate and cannot be changed later on. It's essential to document this date in the student's record so that everyone knows when the special education services will end for your child.",Sección F: Oferta de FAPE - Servicio,"La «fecha de finalización» es la fecha en que terminarán los servicios de educación especial para su hijo. Es importante que el equipo del IEP y el titular de los derechos educativos lleguen a un acuerdo sobre esta fecha. Esta fecha nunca cambiará, incluso si su hijo se va y regresa más tarde con un nuevo IEP. La fecha de finalización debe ser exacta y no se puede cambiar más adelante. Es esencial documentar esta fecha en el registro del estudiante para que todos sepan cuándo terminarán los servicios de educación especial para su hijo.",https://seisprodtableswest.blob.core.windows.net/trainingmanual-storage/2416f43c-e7b7-4e28-a796-6b9789828c18.pdf#page=21,https://iep-kb-24839890c1f5.herokuapp.com/kb/F/end_date,https://iep-kb-24839890c1f5.herokuapp.com/es/kb/F/end_date,Fecha de finalización
Location,Section F: Offer of FAPE - Service,location,F,"Location refers to the place where a student receives their special education services. It could be in different settings like a regular classroom, a separate school, a residential facility, or even at home. The location is where the student goes to get help with their education, like therapy or extra support. It's important to know where these services are provided so that everyone involved in the student's education can meet in the right place to help them learn and grow.",Sección F: Oferta de FAPE - Servicio,"La ubicación se refiere al lugar donde un estudiante recibe sus servicios de educación especial. Puede estar en diferentes entornos, como un aula normal, una escuela separada, un centro residencial o incluso en casa. El lugar es el lugar al que el estudiante va en busca de ayuda con su educación, como terapia o apoyo adicional. Es importante saber dónde se brindan estos servicios para que todas las personas involucradas en la educación del estudiante puedan reunirse en el lugar correcto para ayudarlo a aprender y crecer.",https://rcselpa.org/uploads/files/files/IEP%20Manual%2007-22.pdf#page=116,https://iep-kb-24839890c1f5.herokuapp.com/kb/F/location,https://iep-kb-24839890c1f5.herokuapp.com/es/kb/F/location,Ubicación
Provider,Section F: Offer of FAPE - Service,provider,F,"A provider is someone who helps you with your child's Individualized Education Plan, or IEP. This could be a general education teacher, school principal, or other individuals with knowledge or expertise about your child. They work together with you to create the plan that will support your child's unique educational needs.",Sección F: Oferta de FAPE - Servicio,"Un proveedor es alguien que lo ayuda con el Plan Educativo Individualizado (IEP) de su hijo. Podría ser un maestro de educación general, el director de una escuela u otras personas con conocimientos o experiencia sobre su hijo. Trabajan con usted para crear el plan que respaldará las necesidades educativas únicas de su hijo.",https://drive.google.com/file/d/1au51uKAY-6t1Sabx47W3eCJkBBDn10ns/view#page=2,https://iep-kb-24839890c1f5.herokuapp.com/kb/F/provider,https://iep-kb-24839890c1f5.herokuapp.com/es/kb/F/provider,Proveedor
Duration/Frequency,Section F: Offer of FAPE - Service,duration_frequency,F,"Duration/Frequency refers to how often and for how long a service is provided in an Individualized Education Plan (IEP). For example, if a student receives counseling, the IEP will say how many times a week and how many minutes each session lasts. The duration could be daily, weekly, monthly, or yearly. It's important for parents to understand the frequency and duration of each service listed in their child's IEP to ensure they receive the right support.",Sección F: Oferta de FAPE - Servicio,"La duración/frecuencia se refiere a la frecuencia y la duración de un servicio en un plan educativo individualizado (IEP). Por ejemplo, si un estudiante recibe asesoramiento, el IEP indicará cuántas veces a la semana y cuántos minutos dura cada sesión. La duración puede ser diaria, semanal, mensual o anual. Es importante que los padres comprendan la frecuencia y la duración de cada servicio incluido en el IEP de sus hijos para asegurarse de que reciben el apoyo adecuado.",https://rcselpa.org/uploads/files/files/IEP%20Manual%2007-22.pdf#page=95,https://iep-kb-24839890c1f5.herokuapp.com/kb/F/duration/frequency,https://iep-kb-24839890c1f5.herokuapp.com/es/kb/F/duration/frequency,Duración/frecuencia
Totaling,Section F: Offer of FAPE - Service,totaling,F,"Totaling in an Individualized Education Plan (IEP) means adding up all the important information about a student's needs, goals, and services. It's like putting everything together to make sure the plan covers everything the student needs to succeed in school.",Sección F: Oferta de FAPE - Servicio,"Sumar un total en un plan educativo individualizado (IEP) significa sumar toda la información importante sobre las necesidades, las metas y los servicios del estudiante. Es como reunir todo para garantizar que el plan cubra todo lo que el estudiante necesita para tener éxito en la escuela.",https://rcselpa.org/uploads/files/files/IEP%20Manual%2007-22.pdf#page=131,https://iep-kb-24839890c1f5.herokuapp.com/kb/F/totaling,https://iep-kb-24839890c1f5.herokuapp.com/es/kb/F/totaling,Sumando
Special Education Transportation,Section F: Offer of FAPE - Service,special_education_transportation,F,Special Education Transportation means the school provides a special bus or van to pick up and drop off a student with disabilities. This helps them get to and from school safely and on time. It's one of the services that can be included in a student's Individualized Education Plan (IEP) to support their learning.,Sección F: Oferta de FAPE - Servicio,El transporte para educación especial significa que la escuela proporciona un autobús o camioneta especial para recoger y dejar a un estudiante con discapacidades. Esto les ayuda a llegar y volver de la escuela de manera segura y puntual. Es uno de los servicios que se pueden incluir en el plan educativo individualizado (IEP) de un estudiante para apoyar su aprendizaje.,https://rcselpa.org/uploads/files/files/IEP%20Manual%2007-22.pdf#page=150,https://iep-kb-24839890c1f5.herokuapp.com/kb/F/special_education_transportation,https://iep-kb-24839890c1f5.herokuapp.com/es/kb/F/special_education_transportation,Transporte para educación especial
FAPE (Free Appropriate Public Education),Section G: Offer of FAPE - Educational Setting,fape_,G,"FAPE stands for Free Appropriate Public Education. It means that your child has the right to get a good education at no cost to you. The school must make sure your child gets the help they need to learn, based on their unique needs. This help is outlined in the Individualized Education Program (IEP), which is a special plan made just for your child. The school has to follow this plan to make sure your child gets the support they deserve, both inside and outside the classroom. Your child's education should meet state standards and be supervised by the public school.",Sección G: Oferta de FAPE - Entorno educativo,"FAPE son las siglas de Educación Pública Apropiada y Gratuita. Significa que su hijo tiene derecho a recibir una buena educación sin costo alguno para usted. La escuela debe asegurarse de que su hijo reciba la ayuda que necesita para aprender, en función de sus necesidades únicas. Esta ayuda se describe en el Programa de educación individualizada (IEP), que es un plan especial diseñado exclusivamente para su hijo. La escuela debe seguir este plan para asegurarse de que su hijo reciba el apoyo que se merece, tanto dentro como fuera del aula. La educación de su hijo debe cumplir con los estándares estatales y estar supervisada por la escuela pública.",https://rcselpa.org/uploads/files/files/IEP%20Manual%2007-22.pdf#page=147,https://iep-kb-24839890c1f5.herokuapp.com/kb/G/fape,https://iep-kb-24839890c1f5.herokuapp.com/es/kb/G/fape,FAPE (Educación Pública Apropiada y Gratuita)
Educational Setting,Section G: Offer of FAPE - Educational Setting,educational_setting,G,"Educational setting is where your child receives their special education services, like therapy or extra help in school. It includes information about the type of school your child attends, such as a regular classroom, separate class, or home setting. The goal is to ensure that your child gets the support they need to learn and succeed. The specific setting is decided during an Individualized Education Program (IEP) meeting, where you and a team come together to make a plan tailored to your child's needs.",Sección G: Oferta de FAPE - Entorno educativo,"El entorno educativo es el lugar donde su hijo recibe sus servicios de educación especial, como terapia o ayuda adicional en la escuela. Incluye información sobre el tipo de escuela a la que asiste su hijo, como un aula normal, una clase separada o un entorno familiar. El objetivo es garantizar que su hijo reciba el apoyo que necesita para aprender y tener éxito. El entorno específico se decide durante una reunión del Programa de Educación Individualizado (IEP), en la que usted y un equipo se reúnen para elaborar un plan adaptado a las necesidades de su hijo.",https://rcselpa.org/uploads/files/files/IEP%20Manual%2007-22.pdf#page=52,https://iep-kb-24839890c1f5.herokuapp.com/kb/G/educational_setting,https://iep-kb-24839890c1f5.herokuapp.com/es/kb/G/educational_setting,Entorno educativo
Physical Education,Section G: Offer of FAPE - Educational Setting,physical_education,G,"Physical Education is when students participate in activities that help them move their bodies, like running, jumping, and playing sports. It can be part of an Individualized Education Program (IEP) where a special plan is made for students who need extra help in school. Physical therapy may be included if a student has trouble with movements like coordination or balance. This therapy is done by a trained therapist who helps improve motor skills and mobility. The goal is to make sure the student can participate in physical activities and feel comfortable in their environment.",Sección G: Oferta de FAPE - Entorno educativo,"La educación física consiste en que los estudiantes participan en actividades que les ayudan a mover el cuerpo, como correr, saltar y practicar deportes. Puede formar parte de un programa educativo individualizado (IEP) en el que se elabora un plan especial para los estudiantes que necesitan ayuda adicional en la escuela. La fisioterapia se puede incluir si un estudiante tiene problemas con movimientos como la coordinación o el equilibrio. Esta terapia la realiza un terapeuta capacitado que ayuda a mejorar las habilidades motoras y la movilidad. El objetivo es asegurarse de que el estudiante pueda participar en actividades físicas y sentirse cómodo en su entorno.",https://rcselpa.org/uploads/files/files/IEP%20Manual%2007-22.pdf#page=134,https://iep-kb-24839890c1f5.herokuapp.com/kb/G/physical_education,https://iep-kb-24839890c1f5.herokuapp.com/es/kb/G/physical_education,Educación Física
General,Section G: Offer of FAPE - Educational Setting,general,G,"In an Individualized Education Plan (IEP) meeting, there are different people who will attend:
1. General Education Teacher: This is your child's main teacher who works with them in the classroom every day. They will share how your child is doing in class and areas where they may need help.
2. School Principal: They know about the school's education services, including special education. They can help support your child's needs.
3. Other Individuals: You and the school can invite people with knowledge about your child to the meeting, like family members or experts.
4. Transition Services Agencies: These are service providers who help plan for your child's future after high school.
5. Language Interpreter: If you need help understanding the meeting in your primary language, you can request an interpreter.
6. Facilitator: If you need help with difficult conversations, a neutral facilitator can support the team.
7. Your Child: Your child can also join the meeting to share their thoughts and needs.
8. Related Service Providers: These are professionals like speech therapists or occupational therapists who provide additional support.
9. You, the Parent/Guardian: You are an important member of the team and know your child best.
10. Special Education Teacher: They have special training to educate children with disabilities and provide specialized instruction.

Each person at the meeting plays a role in creating a plan that suits your child's unique needs and helps them succeed in school.",Sección G: Oferta de FAPE - Entorno educativo,"En una reunión del Plan Educativo Individualizado (IEP), asistirán diferentes personas:
1. Maestro de educación general: Este es el maestro principal de su hijo que trabaja con ellos en el aula todos los días. Le explicarán cómo le está yendo a su hijo en clase y las áreas en las que podría necesitar ayuda.
2. Director de la escuela: Conocen los servicios educativos de la escuela, incluida la educación especial. Pueden ayudar a satisfacer las necesidades de su hijo.
3. Otras personas: Usted y la escuela pueden invitar a la reunión a personas que tengan conocimientos sobre su hijo, como miembros de la familia o expertos.
4. Agencias de servicios de transición: son proveedores de servicios que ayudan a planificar el futuro de su hijo después de la escuela secundaria.
5. Intérprete de idiomas: Si necesita ayuda para entender la reunión en su idioma principal, puede solicitar un intérprete.
6. Facilitador: Si necesita ayuda con conversaciones difíciles, un facilitador neutral puede apoyar al equipo.
7. Su hijo: Su hijo también puede unirse a la reunión para compartir sus ideas y necesidades.
8. Proveedores de servicios relacionados: Se trata de profesionales como logopedas o terapeutas ocupacionales que brindan apoyo adicional.
9. Usted, el padre/tutor: Usted es un miembro importante del equipo y conoce mejor a su hijo.
10. Maestros de educación especial: Tienen capacitación especial para educar a los niños con discapacidades y brindar instrucción especializada.

Cada persona que asiste a la reunión desempeña un papel en la creación de un plan que se adapte a las necesidades únicas de su hijo y lo ayude a tener éxito en la escuela.",https://rcselpa.org/uploads/files/files/IEP%20Manual%2007-22.pdf#page=123,https://iep-kb-24839890c1f5.herokuapp.com/kb/G/general,https://iep-kb-24839890c1f5.herokuapp.com/es/kb/G/general,General
